date,track_id,track_popularity
2023-12-28,0j3p1p06deJ7f9xmJ9yG22,61
2023-12-28,0J3ytriezGZ3KCREfHKDOI,57
2023-12-28,0J46Pf3iJryCIAlznjaYTp,11
2023-12-28,0J8Q2BOEzphO2tTUlfCUln,35
2023-12-28,0J94U521BGwrOnK9CSjp1y,6
2023-12-28,0ja1dJM5gBTjk5U9wsMP9r,52
2023-12-28,0JBvtprXP2Z0LP3jmzA7Xp,52
2023-12-28,0JCJoVgkgiPvC5hMgdCoJO,30
2023-12-28,0JELIXAPyuVaQcgVXdUFIv,19
2023-12-28,0JEquhlI1klGyMqRGEy4Ry,27
2023-12-28,0JF2PSBf3LK1L7bUUJlBq4,35
2023-12-28,0jgE29U1XAIn9GuBOnKlkU,8
2023-12-28,0jnosfPbdcEo6TpXhqGVsq,25
2023-12-28,0JNZGIavoUrdup1NsgJOQs,58
2023-12-28,0JomR2dZMCkgOPlA7xOWZc,8
2023-12-28,0joOhJgfIdal7LnEdPIkdI,25
2023-12-28,0JPpFZalBkIgLjNxjha1rS,23
2023-12-28,0JQVSxuXZUywIptUV4BKrM,31
2023-12-28,0JRBoJ0LwENEiSqaaqbEeG,37
2023-12-28,0JS6kDYTqYIjXLxk7JOMZx,9
2023-12-28,0JtcFIgrkSagrM5JdFakeO,59
2023-12-28,0JTrB3fXGdyGcwxFFECsm1,47
2023-12-28,0JUSNPMPCuFv0R9S4lqjd9,26
2023-12-28,0JuW3zVUYjyW5BbtXq2to6,41
2023-12-28,0JVDQ9CiDNjEzwyIXzXwEV,17
2023-12-28,0Jvn32u7plWgz5YQk6OoSo,44
2023-12-28,0jyikFM0Umv0KlnrOEKtTG,65
2023-12-28,0JzLI8SAvPQY37ZuNIyglq,14
2023-12-28,0k0uAPdnrsrLyH2YHShWYP,43
2023-12-28,0K4USWqV0DZZ5sffa3wxh0,42
2023-12-28,0K60McKTDFF4t5n6vN5tVU,26
2023-12-28,0K8tOSa1LE1Ue784z6qwWZ,50
2023-12-28,0k9rxqD57QkFv1yCrCILV3,16
2023-12-28,0k9tUFpXZg7TvMZk4l6OTa,44
2023-12-28,0kAGAVB0bhDJvNoNuJaqzI,39
2023-12-28,0kAjEpT0AXtF2uKhQXo7Ea,26
2023-12-28,0KBiapvpNxIP3t96GCNYF4,55
2023-12-28,0KCco3sWMbKlxsJxqJySTY,2
2023-12-28,0KcOoCYPDfM3VeIDvt7wOk,20
2023-12-28,0kCR9qmG9PdC8phM1hbWtJ,3
2023-12-28,0kesmP5jKuavoUDwuoMG3l,44
2023-12-28,0kFAacuqsR2QyfFxFAj2pc,26
2023-12-28,0kfjZ0JCXU9sSg99gbQpbJ,48
2023-12-28,0KgDAmt7EwHXRdFgHUkAio,17
2023-12-28,0KHlEPAx4YUEeO16kwRpBs,19
2023-12-28,0KiAZRs1WmEEiiBrXaFmW6,33
2023-12-28,0kK7KAI3aitJYGN8GLJkkq,23
2023-12-28,0kM6mwCUDLAoVgAtyc8PVv,49
2023-12-28,0KogQrSowDnZoU8GSpaxkj,44
