track_id,uri,track_href,analysis_url,duration_ms,time_signature,danceability,energy,track_key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type
1a12XcFEXBVYznKH4sUlVI,spotify:track:1a12XcFEXBVYznKH4sUlVI,https://api.spotify.com/v1/tracks/1a12XcFEXBVYznKH4sUlVI,https://api.spotify.com/v1/audio-analysis/1a12XcFEXBVYznKH4sUlVI,272933,4,0.471,0.504,7,-9.576,1,0.0302,0.215,0.0,0.105,0.34,140.79,audio_features
1a1wriPmoOqKF99AzB8exX,spotify:track:1a1wriPmoOqKF99AzB8exX,https://api.spotify.com/v1/tracks/1a1wriPmoOqKF99AzB8exX,https://api.spotify.com/v1/audio-analysis/1a1wriPmoOqKF99AzB8exX,252600,4,0.76,0.711,0,-9.283,1,0.0473,0.362,0.0482,0.0614,0.851,139.47,audio_features
1a3m5z8e8Qb68ATNgUyl6q,spotify:track:1a3m5z8e8Qb68ATNgUyl6q,https://api.spotify.com/v1/tracks/1a3m5z8e8Qb68ATNgUyl6q,https://api.spotify.com/v1/audio-analysis/1a3m5z8e8Qb68ATNgUyl6q,267373,4,0.46,0.865,4,-8.669,1,0.0324,0.0671,0.904,0.169,0.682,124.926,audio_features
1A4atcphOI8vxrgp1YJjuf,spotify:track:1A4atcphOI8vxrgp1YJjuf,https://api.spotify.com/v1/tracks/1A4atcphOI8vxrgp1YJjuf,https://api.spotify.com/v1/audio-analysis/1A4atcphOI8vxrgp1YJjuf,267034,4,0.618,0.686,10,-9.926,1,0.0283,0.0351,0.0143,0.199,0.727,131.812,audio_features
1a6B2hBwnJoqETESO6NDj3,spotify:track:1a6B2hBwnJoqETESO6NDj3,https://api.spotify.com/v1/tracks/1a6B2hBwnJoqETESO6NDj3,https://api.spotify.com/v1/audio-analysis/1a6B2hBwnJoqETESO6NDj3,266440,4,0.499,0.763,2,-5.41,1,0.0359,0.00331,0.0111,0.226,0.38,100.493,audio_features
1a8k4nVhed0Km5134vlIu6,spotify:track:1a8k4nVhed0Km5134vlIu6,https://api.spotify.com/v1/tracks/1a8k4nVhed0Km5134vlIu6,https://api.spotify.com/v1/audio-analysis/1a8k4nVhed0Km5134vlIu6,228040,4,0.467,0.706,7,-11.783,1,0.0341,0.371,0.0,0.367,0.714,92.311,audio_features
1ABegtCPBMMJaMpfDyATjE,spotify:track:1ABegtCPBMMJaMpfDyATjE,https://api.spotify.com/v1/tracks/1ABegtCPBMMJaMpfDyATjE,https://api.spotify.com/v1/audio-analysis/1ABegtCPBMMJaMpfDyATjE,163080,4,0.541,0.727,2,-7.509,1,0.0384,7.37e-05,0.717,0.232,0.91,139.239,audio_features
1abFEUbbAk8kQNOzy301Qt,spotify:track:1abFEUbbAk8kQNOzy301Qt,https://api.spotify.com/v1/tracks/1abFEUbbAk8kQNOzy301Qt,https://api.spotify.com/v1/audio-analysis/1abFEUbbAk8kQNOzy301Qt,207507,4,0.503,0.907,8,-4.278,1,0.0546,0.000131,0.00215,0.123,0.453,137.999,audio_features
1aBgL67Czpgnm87kbrQuzo,spotify:track:1aBgL67Czpgnm87kbrQuzo,https://api.spotify.com/v1/tracks/1aBgL67Czpgnm87kbrQuzo,https://api.spotify.com/v1/audio-analysis/1aBgL67Czpgnm87kbrQuzo,315855,4,0.33,0.651,0,-8.731,1,0.0398,0.192,2.68e-06,0.105,0.37,145.178,audio_features
1acVWofA5NtLS5a6LHPonU,spotify:track:1acVWofA5NtLS5a6LHPonU,https://api.spotify.com/v1/tracks/1acVWofA5NtLS5a6LHPonU,https://api.spotify.com/v1/audio-analysis/1acVWofA5NtLS5a6LHPonU,273040,4,0.562,0.713,9,-9.008,0,0.0455,0.112,0.0149,0.144,0.49,199.926,audio_features
1ae7ziB8YiV2U9TyjSic58,spotify:track:1ae7ziB8YiV2U9TyjSic58,https://api.spotify.com/v1/tracks/1ae7ziB8YiV2U9TyjSic58,https://api.spotify.com/v1/audio-analysis/1ae7ziB8YiV2U9TyjSic58,201114,4,0.626,0.574,7,-7.855,1,0.0265,0.302,0.213,0.123,0.207,110.482,audio_features
1AFFvoDmYmgT63wuX426la,spotify:track:1AFFvoDmYmgT63wuX426la,https://api.spotify.com/v1/tracks/1AFFvoDmYmgT63wuX426la,https://api.spotify.com/v1/audio-analysis/1AFFvoDmYmgT63wuX426la,342176,4,0.342,0.905,11,-7.106,0,0.0455,0.00341,0.00233,0.734,0.514,96.987,audio_features
1AH4vynITvfsVtpJq9NUB2,spotify:track:1AH4vynITvfsVtpJq9NUB2,https://api.spotify.com/v1/tracks/1AH4vynITvfsVtpJq9NUB2,https://api.spotify.com/v1/audio-analysis/1AH4vynITvfsVtpJq9NUB2,278707,4,0.612,0.285,7,-14.482,1,0.0273,0.442,9.29e-05,0.27,0.23,97.552,audio_features
1AHeUngW7VaRKIvz1oVWR2,spotify:track:1AHeUngW7VaRKIvz1oVWR2,https://api.spotify.com/v1/tracks/1AHeUngW7VaRKIvz1oVWR2,https://api.spotify.com/v1/audio-analysis/1AHeUngW7VaRKIvz1oVWR2,224649,4,0.584,0.444,5,-14.292,1,0.0461,0.0529,0.655,0.0953,0.586,100.474,audio_features
1Aics4N1dk270Mb237FjE3,spotify:track:1Aics4N1dk270Mb237FjE3,https://api.spotify.com/v1/tracks/1Aics4N1dk270Mb237FjE3,https://api.spotify.com/v1/audio-analysis/1Aics4N1dk270Mb237FjE3,137493,4,0.521,0.454,2,-14.301,1,0.184,0.625,0.0,0.177,0.855,123.807,audio_features
1aifMPhqCGHJHXzVBOzSJf,spotify:track:1aifMPhqCGHJHXzVBOzSJf,https://api.spotify.com/v1/tracks/1aifMPhqCGHJHXzVBOzSJf,https://api.spotify.com/v1/audio-analysis/1aifMPhqCGHJHXzVBOzSJf,295480,4,0.77,0.746,5,-11.024,0,0.125,0.447,0.277,0.0937,0.713,144.698,audio_features
1aKB6ZZ6AII26vny70lIVZ,spotify:track:1aKB6ZZ6AII26vny70lIVZ,https://api.spotify.com/v1/tracks/1aKB6ZZ6AII26vny70lIVZ,https://api.spotify.com/v1/audio-analysis/1aKB6ZZ6AII26vny70lIVZ,233920,4,0.603,0.734,5,-6.399,1,0.0257,0.075,4.16e-05,0.113,0.703,111.908,audio_features
1ALrWvDxlsHoMnyyTk77DJ,spotify:track:1ALrWvDxlsHoMnyyTk77DJ,https://api.spotify.com/v1/tracks/1ALrWvDxlsHoMnyyTk77DJ,https://api.spotify.com/v1/audio-analysis/1ALrWvDxlsHoMnyyTk77DJ,256627,4,0.629,0.857,2,-6.702,1,0.0409,0.022,0.00474,0.353,0.868,107.868,audio_features
1Am4PRhZ4bQVzMpWUntOhn,spotify:track:1Am4PRhZ4bQVzMpWUntOhn,https://api.spotify.com/v1/tracks/1Am4PRhZ4bQVzMpWUntOhn,https://api.spotify.com/v1/audio-analysis/1Am4PRhZ4bQVzMpWUntOhn,18307,4,0.461,0.606,2,-12.527,0,0.0429,0.808,0.968,0.795,0.645,82.519,audio_features
1aOzDhi5a1RWWRy5dmYA8I,spotify:track:1aOzDhi5a1RWWRy5dmYA8I,https://api.spotify.com/v1/tracks/1aOzDhi5a1RWWRy5dmYA8I,https://api.spotify.com/v1/audio-analysis/1aOzDhi5a1RWWRy5dmYA8I,255707,4,0.386,0.626,9,-9.451,1,0.0377,0.0785,0.00164,0.621,0.695,98.425,audio_features
1as81KphEOxPNBthbuzlcx,spotify:track:1as81KphEOxPNBthbuzlcx,https://api.spotify.com/v1/tracks/1as81KphEOxPNBthbuzlcx,https://api.spotify.com/v1/audio-analysis/1as81KphEOxPNBthbuzlcx,340787,4,0.326,0.188,4,-17.393,0,0.0363,0.795,0.676,0.112,0.184,82.688,audio_features
1AU7nLoyAO170E6V5iZkEM,spotify:track:1AU7nLoyAO170E6V5iZkEM,https://api.spotify.com/v1/tracks/1AU7nLoyAO170E6V5iZkEM,https://api.spotify.com/v1/audio-analysis/1AU7nLoyAO170E6V5iZkEM,208507,4,0.425,0.991,8,-2.375,1,0.148,0.000114,0.000109,0.631,0.186,154.865,audio_features
1AUQD7DtB7Bfomj15qDUJA,spotify:track:1AUQD7DtB7Bfomj15qDUJA,https://api.spotify.com/v1/tracks/1AUQD7DtB7Bfomj15qDUJA,https://api.spotify.com/v1/audio-analysis/1AUQD7DtB7Bfomj15qDUJA,202973,4,0.441,0.927,0,-3.262,1,0.0758,2.58e-05,0.0828,0.311,0.662,121.85,audio_features
1awOrbCnB720JvXYCY2Lmg,spotify:track:1awOrbCnB720JvXYCY2Lmg,https://api.spotify.com/v1/tracks/1awOrbCnB720JvXYCY2Lmg,https://api.spotify.com/v1/audio-analysis/1awOrbCnB720JvXYCY2Lmg,180867,4,0.608,0.685,5,-9.938,0,0.0394,0.00101,0.000516,0.758,0.448,106.935,audio_features
1azijb5AEJ17ud9afPgaUQ,spotify:track:1azijb5AEJ17ud9afPgaUQ,https://api.spotify.com/v1/tracks/1azijb5AEJ17ud9afPgaUQ,https://api.spotify.com/v1/audio-analysis/1azijb5AEJ17ud9afPgaUQ,427867,3,0.186,0.186,2,-15.753,1,0.0327,0.944,0.803,0.19,0.128,89.288,audio_features
1aZqoDbIgx7oJH9DPuSqln,spotify:track:1aZqoDbIgx7oJH9DPuSqln,https://api.spotify.com/v1/tracks/1aZqoDbIgx7oJH9DPuSqln,https://api.spotify.com/v1/audio-analysis/1aZqoDbIgx7oJH9DPuSqln,331533,4,0.523,0.841,2,-9.178,1,0.0476,0.0148,0.0585,0.169,0.677,81.862,audio_features
1azZjIk2r62mK9wzNo2nXc,spotify:track:1azZjIk2r62mK9wzNo2nXc,https://api.spotify.com/v1/tracks/1azZjIk2r62mK9wzNo2nXc,https://api.spotify.com/v1/audio-analysis/1azZjIk2r62mK9wzNo2nXc,169773,4,0.487,0.622,7,-4.282,1,0.0354,0.468,0.0,0.0792,0.769,136.015,audio_features
1b0QxUX0ER7Le0Hhta9daB,spotify:track:1b0QxUX0ER7Le0Hhta9daB,https://api.spotify.com/v1/tracks/1b0QxUX0ER7Le0Hhta9daB,https://api.spotify.com/v1/audio-analysis/1b0QxUX0ER7Le0Hhta9daB,247600,4,0.692,0.479,0,-12.371,1,0.027,0.315,7.72e-06,0.25,0.549,103.726,audio_features
1B3WqEW4wrCiB25fhaQ84u,spotify:track:1B3WqEW4wrCiB25fhaQ84u,https://api.spotify.com/v1/tracks/1B3WqEW4wrCiB25fhaQ84u,https://api.spotify.com/v1/audio-analysis/1B3WqEW4wrCiB25fhaQ84u,232453,4,0.305,0.926,7,-9.133,1,0.081,0.0425,2.81e-06,0.985,0.547,132.854,audio_features
1b4QRESWX0r0JSpFmRHCew,spotify:track:1b4QRESWX0r0JSpFmRHCew,https://api.spotify.com/v1/tracks/1b4QRESWX0r0JSpFmRHCew,https://api.spotify.com/v1/audio-analysis/1b4QRESWX0r0JSpFmRHCew,255571,4,0.381,0.532,10,-7.776,0,0.0341,0.0581,0.00035,0.114,0.316,75.239,audio_features
1B5KdHLFdmRXAaHUOBAvjt,spotify:track:1B5KdHLFdmRXAaHUOBAvjt,https://api.spotify.com/v1/tracks/1B5KdHLFdmRXAaHUOBAvjt,https://api.spotify.com/v1/audio-analysis/1B5KdHLFdmRXAaHUOBAvjt,187240,4,0.541,0.934,11,-3.051,0,0.035,6.25e-05,0.783,0.0928,0.83,130.022,audio_features
1B6NfrWLntiNiMCLAkYM6V,spotify:track:1B6NfrWLntiNiMCLAkYM6V,https://api.spotify.com/v1/tracks/1B6NfrWLntiNiMCLAkYM6V,https://api.spotify.com/v1/audio-analysis/1B6NfrWLntiNiMCLAkYM6V,344493,4,0.74,0.553,9,-7.63,1,0.0866,0.163,3.36e-05,0.0897,0.834,170.178,audio_features
1B7YWCnmn6bWii1Pyy8cfK,spotify:track:1B7YWCnmn6bWii1Pyy8cfK,https://api.spotify.com/v1/tracks/1B7YWCnmn6bWii1Pyy8cfK,https://api.spotify.com/v1/audio-analysis/1B7YWCnmn6bWii1Pyy8cfK,242600,4,0.51,0.586,9,-5.226,1,0.0294,0.0304,0.016,0.144,0.614,89.778,audio_features
1b9ykmtLCYbpVAZsBjcIEo,spotify:track:1b9ykmtLCYbpVAZsBjcIEo,https://api.spotify.com/v1/tracks/1b9ykmtLCYbpVAZsBjcIEo,https://api.spotify.com/v1/audio-analysis/1b9ykmtLCYbpVAZsBjcIEo,176440,4,0.633,0.675,0,-8.514,0,0.135,0.038,0.0,0.142,0.629,138.496,audio_features
1baMSM7DZXYKVTHyxnYgzd,spotify:track:1baMSM7DZXYKVTHyxnYgzd,https://api.spotify.com/v1/tracks/1baMSM7DZXYKVTHyxnYgzd,https://api.spotify.com/v1/audio-analysis/1baMSM7DZXYKVTHyxnYgzd,241295,4,0.344,0.982,2,-3.84,1,0.157,0.00079,0.0,0.279,0.19,167.544,audio_features
1BANpy830LNV4Mqu6xfJHd,spotify:track:1BANpy830LNV4Mqu6xfJHd,https://api.spotify.com/v1/tracks/1BANpy830LNV4Mqu6xfJHd,https://api.spotify.com/v1/audio-analysis/1BANpy830LNV4Mqu6xfJHd,305200,4,0.712,0.36,0,-13.507,1,0.0298,0.705,0.000296,0.11,0.689,88.097,audio_features
1BAR9ZA2jSZDRoi7tWkn55,spotify:track:1BAR9ZA2jSZDRoi7tWkn55,https://api.spotify.com/v1/tracks/1BAR9ZA2jSZDRoi7tWkn55,https://api.spotify.com/v1/audio-analysis/1BAR9ZA2jSZDRoi7tWkn55,275733,4,0.539,0.396,4,-16.386,1,0.0377,0.776,0.000118,0.146,0.621,75.317,audio_features
1bCk0bRH2QZViZLQ2cyEoV,spotify:track:1bCk0bRH2QZViZLQ2cyEoV,https://api.spotify.com/v1/tracks/1bCk0bRH2QZViZLQ2cyEoV,https://api.spotify.com/v1/audio-analysis/1bCk0bRH2QZViZLQ2cyEoV,222453,4,0.538,0.818,10,-10.215,0,0.0438,0.0722,0.00114,0.344,0.761,133.883,audio_features
1bcs90dEOYAznsItKUrqle,spotify:track:1bcs90dEOYAznsItKUrqle,https://api.spotify.com/v1/tracks/1bcs90dEOYAznsItKUrqle,https://api.spotify.com/v1/audio-analysis/1bcs90dEOYAznsItKUrqle,170160,4,0.664,0.496,5,-10.717,1,0.0341,0.32,0.000262,0.306,0.881,121.201,audio_features
1BD9bJkwFc6ElOF0lxB3qR,spotify:track:1BD9bJkwFc6ElOF0lxB3qR,https://api.spotify.com/v1/tracks/1BD9bJkwFc6ElOF0lxB3qR,https://api.spotify.com/v1/audio-analysis/1BD9bJkwFc6ElOF0lxB3qR,475400,4,0.411,0.937,2,-8.281,1,0.0573,0.000597,0.82,0.363,0.661,115.17,audio_features
1bEE63B1Jf7EZklQjmexIf,spotify:track:1bEE63B1Jf7EZklQjmexIf,https://api.spotify.com/v1/tracks/1bEE63B1Jf7EZklQjmexIf,https://api.spotify.com/v1/audio-analysis/1bEE63B1Jf7EZklQjmexIf,403049,4,0.374,0.98,4,-4.549,0,0.14,0.0023,4.14e-06,0.146,0.197,110.925,audio_features
1bElCb3PUzvfpxEPCA6fmY,spotify:track:1bElCb3PUzvfpxEPCA6fmY,https://api.spotify.com/v1/tracks/1bElCb3PUzvfpxEPCA6fmY,https://api.spotify.com/v1/audio-analysis/1bElCb3PUzvfpxEPCA6fmY,175107,4,0.762,0.358,9,-14.903,0,0.0367,0.838,0.0427,0.193,0.9,120.79,audio_features
1BGJznQCNQy5KxxdpHpfBR,spotify:track:1BGJznQCNQy5KxxdpHpfBR,https://api.spotify.com/v1/tracks/1BGJznQCNQy5KxxdpHpfBR,https://api.spotify.com/v1/audio-analysis/1BGJznQCNQy5KxxdpHpfBR,140293,4,0.479,0.716,7,-12.597,0,0.0339,0.000266,0.00087,0.289,0.577,120.116,audio_features
1BJYigm1EUxwxYoB3mKrwX,spotify:track:1BJYigm1EUxwxYoB3mKrwX,https://api.spotify.com/v1/tracks/1BJYigm1EUxwxYoB3mKrwX,https://api.spotify.com/v1/audio-analysis/1BJYigm1EUxwxYoB3mKrwX,287667,4,0.387,0.766,0,-5.375,1,0.0372,0.0977,0.000591,0.163,0.187,142.535,audio_features
1bKQ48M9onID2kbSpRy8kK,spotify:track:1bKQ48M9onID2kbSpRy8kK,https://api.spotify.com/v1/tracks/1bKQ48M9onID2kbSpRy8kK,https://api.spotify.com/v1/audio-analysis/1bKQ48M9onID2kbSpRy8kK,273333,3,0.153,0.417,1,-11.587,1,0.0318,0.434,0.000622,0.211,0.166,80.87,audio_features
1BLdQMC4no7kuA8ans52ai,spotify:track:1BLdQMC4no7kuA8ans52ai,https://api.spotify.com/v1/tracks/1BLdQMC4no7kuA8ans52ai,https://api.spotify.com/v1/audio-analysis/1BLdQMC4no7kuA8ans52ai,134600,4,0.382,0.168,2,-24.074,1,0.0359,0.936,0.948,0.256,0.361,142.853,audio_features
1Bm7cD88dROf4W45gozDFz,spotify:track:1Bm7cD88dROf4W45gozDFz,https://api.spotify.com/v1/tracks/1Bm7cD88dROf4W45gozDFz,https://api.spotify.com/v1/audio-analysis/1Bm7cD88dROf4W45gozDFz,210387,4,0.529,0.927,1,-7.553,0,0.101,0.00634,0.000981,0.0558,0.456,118.011,audio_features
1bmgG7WxQGyDzdDf5ySBQ7,spotify:track:1bmgG7WxQGyDzdDf5ySBQ7,https://api.spotify.com/v1/tracks/1bmgG7WxQGyDzdDf5ySBQ7,https://api.spotify.com/v1/audio-analysis/1bmgG7WxQGyDzdDf5ySBQ7,318093,4,0.471,0.461,5,-11.763,1,0.0273,0.298,2.98e-06,0.161,0.24,84.087,audio_features
1bo6xzrCrK7ocEirC5rrZk,spotify:track:1bo6xzrCrK7ocEirC5rrZk,https://api.spotify.com/v1/tracks/1bo6xzrCrK7ocEirC5rrZk,https://api.spotify.com/v1/audio-analysis/1bo6xzrCrK7ocEirC5rrZk,214198,4,0.573,0.404,2,-12.142,1,0.0626,0.0579,1.52e-06,0.217,0.709,72.906,audio_features
1bqc35qbUzNP7kH19ql8PF,spotify:track:1bqc35qbUzNP7kH19ql8PF,https://api.spotify.com/v1/tracks/1bqc35qbUzNP7kH19ql8PF,https://api.spotify.com/v1/audio-analysis/1bqc35qbUzNP7kH19ql8PF,161813,4,0.522,0.291,3,-13.605,1,0.0367,0.685,0.0673,0.114,0.429,116.582,audio_features
1BUZChy9ZrfUgr7v5z1rqy,spotify:track:1BUZChy9ZrfUgr7v5z1rqy,https://api.spotify.com/v1/tracks/1BUZChy9ZrfUgr7v5z1rqy,https://api.spotify.com/v1/audio-analysis/1BUZChy9ZrfUgr7v5z1rqy,134240,4,0.409,0.308,6,-11.482,1,0.0305,0.811,0.0,0.109,0.522,110.636,audio_features
1bvrbL8qSuB0hHlQq96Ycm,spotify:track:1bvrbL8qSuB0hHlQq96Ycm,https://api.spotify.com/v1/tracks/1bvrbL8qSuB0hHlQq96Ycm,https://api.spotify.com/v1/audio-analysis/1bvrbL8qSuB0hHlQq96Ycm,223960,4,0.381,0.527,5,-9.442,1,0.0392,0.591,0.000352,0.807,0.623,139.863,audio_features
1Bx3VmqtouioOZ3rc0b8i6,spotify:track:1Bx3VmqtouioOZ3rc0b8i6,https://api.spotify.com/v1/tracks/1Bx3VmqtouioOZ3rc0b8i6,https://api.spotify.com/v1/audio-analysis/1Bx3VmqtouioOZ3rc0b8i6,203933,4,0.369,0.973,7,-5.925,1,0.118,0.000795,0.0,0.315,0.372,175.141,audio_features
1Bxo0fa8So7pzDhnEH1CCt,spotify:track:1Bxo0fa8So7pzDhnEH1CCt,https://api.spotify.com/v1/tracks/1Bxo0fa8So7pzDhnEH1CCt,https://api.spotify.com/v1/audio-analysis/1Bxo0fa8So7pzDhnEH1CCt,235333,4,0.591,0.742,6,-7.295,0,0.0303,0.00212,0.315,0.633,0.812,121.048,audio_features
1BXPcjfSJqqGTLKd0Wvnwl,spotify:track:1BXPcjfSJqqGTLKd0Wvnwl,https://api.spotify.com/v1/tracks/1BXPcjfSJqqGTLKd0Wvnwl,https://api.spotify.com/v1/audio-analysis/1BXPcjfSJqqGTLKd0Wvnwl,160867,4,0.23,0.223,11,-15.699,1,0.0325,0.968,0.895,0.121,0.0391,170.067,audio_features
1byWZrFqrsuItQOcvPHoq7,spotify:track:1byWZrFqrsuItQOcvPHoq7,https://api.spotify.com/v1/tracks/1byWZrFqrsuItQOcvPHoq7,https://api.spotify.com/v1/audio-analysis/1byWZrFqrsuItQOcvPHoq7,240394,3,0.388,0.21,9,-17.178,0,0.034,0.866,0.135,0.0769,0.125,123.875,audio_features
1C3Jv6FEDbxiO8ktaaVtnR,spotify:track:1C3Jv6FEDbxiO8ktaaVtnR,https://api.spotify.com/v1/tracks/1C3Jv6FEDbxiO8ktaaVtnR,https://api.spotify.com/v1/audio-analysis/1C3Jv6FEDbxiO8ktaaVtnR,257907,4,0.415,0.6,11,-7.738,0,0.0494,0.367,0.049,0.317,0.649,113.059,audio_features
1CcI1zLD626vMO5qQ3c7pu,spotify:track:1CcI1zLD626vMO5qQ3c7pu,https://api.spotify.com/v1/tracks/1CcI1zLD626vMO5qQ3c7pu,https://api.spotify.com/v1/audio-analysis/1CcI1zLD626vMO5qQ3c7pu,262164,4,0.716,0.194,7,-11.428,1,0.0342,0.829,0.0,0.293,0.194,104.0,audio_features
1Ccn7h50bizg8m5JtPiYwr,spotify:track:1Ccn7h50bizg8m5JtPiYwr,https://api.spotify.com/v1/tracks/1Ccn7h50bizg8m5JtPiYwr,https://api.spotify.com/v1/audio-analysis/1Ccn7h50bizg8m5JtPiYwr,140016,4,0.452,0.305,10,-10.34,1,0.0411,0.692,0.0,0.116,0.508,131.594,audio_features
1cCxflvNJx0lmz9k173a2a,spotify:track:1cCxflvNJx0lmz9k173a2a,https://api.spotify.com/v1/tracks/1cCxflvNJx0lmz9k173a2a,https://api.spotify.com/v1/audio-analysis/1cCxflvNJx0lmz9k173a2a,122000,4,0.447,0.198,2,-18.645,0,0.0722,0.916,0.065,0.193,0.216,86.824,audio_features
1CeC8kOYxUTCC2wHGtWROD,spotify:track:1CeC8kOYxUTCC2wHGtWROD,https://api.spotify.com/v1/tracks/1CeC8kOYxUTCC2wHGtWROD,https://api.spotify.com/v1/audio-analysis/1CeC8kOYxUTCC2wHGtWROD,299280,4,0.364,0.753,9,-7.125,1,0.0315,8.69e-05,0.352,0.093,0.12,102.543,audio_features
1CEwLK4uo98YFxQNadq38O,spotify:track:1CEwLK4uo98YFxQNadq38O,https://api.spotify.com/v1/tracks/1CEwLK4uo98YFxQNadq38O,https://api.spotify.com/v1/audio-analysis/1CEwLK4uo98YFxQNadq38O,195802,4,0.316,0.584,4,-11.725,0,0.0549,0.00324,8.87e-06,0.464,0.395,119.73,audio_features
1cHCG42MxckrXNFqyF8Uhr,spotify:track:1cHCG42MxckrXNFqyF8Uhr,https://api.spotify.com/v1/tracks/1cHCG42MxckrXNFqyF8Uhr,https://api.spotify.com/v1/audio-analysis/1cHCG42MxckrXNFqyF8Uhr,289200,3,0.437,0.54,0,-15.797,0,0.0469,0.494,0.00478,0.0815,0.966,162.236,audio_features
1cjQymMOKQQNNx5x1dFcu5,spotify:track:1cjQymMOKQQNNx5x1dFcu5,https://api.spotify.com/v1/tracks/1cjQymMOKQQNNx5x1dFcu5,https://api.spotify.com/v1/audio-analysis/1cjQymMOKQQNNx5x1dFcu5,76519,5,0.276,0.193,11,-16.572,0,0.033,0.969,0.00942,0.286,0.0943,70.699,audio_features
1ClIsuzcJrTSWMErCaEmM5,spotify:track:1ClIsuzcJrTSWMErCaEmM5,https://api.spotify.com/v1/tracks/1ClIsuzcJrTSWMErCaEmM5,https://api.spotify.com/v1/audio-analysis/1ClIsuzcJrTSWMErCaEmM5,225680,4,0.75,0.524,9,-9.233,1,0.0312,0.713,0.0235,0.114,0.433,95.016,audio_features
1cN13ivH3D66m9DoW2Z7iU,spotify:track:1cN13ivH3D66m9DoW2Z7iU,https://api.spotify.com/v1/tracks/1cN13ivH3D66m9DoW2Z7iU,https://api.spotify.com/v1/audio-analysis/1cN13ivH3D66m9DoW2Z7iU,223920,4,0.373,0.691,2,-6.219,1,0.0554,0.362,4.03e-05,0.133,0.499,124.767,audio_features
1cPnzmBsgZFggBCAAbX1SG,spotify:track:1cPnzmBsgZFggBCAAbX1SG,https://api.spotify.com/v1/tracks/1cPnzmBsgZFggBCAAbX1SG,https://api.spotify.com/v1/audio-analysis/1cPnzmBsgZFggBCAAbX1SG,272108,4,0.526,0.0501,11,-17.921,0,0.0386,0.944,0.783,0.116,0.264,79.654,audio_features
1Cqq208c4IMVIRKss9O3Th,spotify:track:1Cqq208c4IMVIRKss9O3Th,https://api.spotify.com/v1/tracks/1Cqq208c4IMVIRKss9O3Th,https://api.spotify.com/v1/audio-analysis/1Cqq208c4IMVIRKss9O3Th,205427,4,0.448,0.937,6,-9.214,0,0.0687,0.31,0.00161,0.968,0.569,113.534,audio_features
1cqqMuifR0snSUYQPk0ehO,spotify:track:1cqqMuifR0snSUYQPk0ehO,https://api.spotify.com/v1/tracks/1cqqMuifR0snSUYQPk0ehO,https://api.spotify.com/v1/audio-analysis/1cqqMuifR0snSUYQPk0ehO,256747,4,0.698,0.337,7,-15.469,1,0.0318,0.0156,0.00431,0.056,0.669,125.271,audio_features
1cQsHFYDGWuNSK18fo6hcM,spotify:track:1cQsHFYDGWuNSK18fo6hcM,https://api.spotify.com/v1/tracks/1cQsHFYDGWuNSK18fo6hcM,https://api.spotify.com/v1/audio-analysis/1cQsHFYDGWuNSK18fo6hcM,123267,4,0.595,0.576,0,-8.103,1,0.029,0.14,0.0,0.192,0.238,139.885,audio_features
1cSrZX0EdEpbI8t9rG43Cl,spotify:track:1cSrZX0EdEpbI8t9rG43Cl,https://api.spotify.com/v1/tracks/1cSrZX0EdEpbI8t9rG43Cl,https://api.spotify.com/v1/audio-analysis/1cSrZX0EdEpbI8t9rG43Cl,272600,3,0.302,0.56,7,-9.528,1,0.037,0.348,0.0,0.0674,0.43,201.015,audio_features
1CsYBKvpV1peBdeIZi8J0s,spotify:track:1CsYBKvpV1peBdeIZi8J0s,https://api.spotify.com/v1/tracks/1CsYBKvpV1peBdeIZi8J0s,https://api.spotify.com/v1/audio-analysis/1CsYBKvpV1peBdeIZi8J0s,113947,4,0.355,0.423,8,-17.62,1,0.406,0.622,0.00582,0.136,0.0635,70.026,audio_features
1CtbX3fHwcTabE9pgkj93v,spotify:track:1CtbX3fHwcTabE9pgkj93v,https://api.spotify.com/v1/tracks/1CtbX3fHwcTabE9pgkj93v,https://api.spotify.com/v1/audio-analysis/1CtbX3fHwcTabE9pgkj93v,211200,4,0.606,0.602,5,-10.571,1,0.0265,0.122,0.372,0.291,0.344,105.028,audio_features
1Ctw225Gzj6haLyvb4NhNT,spotify:track:1Ctw225Gzj6haLyvb4NhNT,https://api.spotify.com/v1/tracks/1Ctw225Gzj6haLyvb4NhNT,https://api.spotify.com/v1/audio-analysis/1Ctw225Gzj6haLyvb4NhNT,300947,4,0.389,0.85,1,-7.369,1,0.255,0.163,3.94e-05,0.232,0.353,71.138,audio_features
1CvmhwwDeuplYJZ0Lr2b93,spotify:track:1CvmhwwDeuplYJZ0Lr2b93,https://api.spotify.com/v1/tracks/1CvmhwwDeuplYJZ0Lr2b93,https://api.spotify.com/v1/audio-analysis/1CvmhwwDeuplYJZ0Lr2b93,191227,4,0.425,0.682,1,-11.916,1,0.0583,0.00532,0.000489,0.0947,0.638,135.62,audio_features
1CY6ZXcdR7oskQZz5duOhh,spotify:track:1CY6ZXcdR7oskQZz5duOhh,https://api.spotify.com/v1/tracks/1CY6ZXcdR7oskQZz5duOhh,https://api.spotify.com/v1/audio-analysis/1CY6ZXcdR7oskQZz5duOhh,311867,4,0.448,0.936,7,-4.489,1,0.0848,0.000791,0.000418,0.146,0.399,152.171,audio_features
