date,artist_id,artist_popularity
2024-01-07,22WZ7M8sxp5THdruNY3gXt,71
2024-01-07,27T030eWyCQRmDyuvr1kxY,71
2024-01-07,2AM4ilv6UzW0uMRuqKtDgN,67
2024-01-07,36QJpDe2go2KgaRleHCDTp,75
2024-01-07,3ICflSq6ZgYAIrm2CTkfVP,63
2024-01-07,3oDbviiivRWhXwIE8hxkVV,74
2024-01-07,3qm84nBOXUEQ2vnTfUTTFC,78
2024-01-07,3WrFJ7ztbogyGnTHbHJFl2,83
2024-01-07,4KWTAlx2RvbpseOGMEmROg,72
2024-01-07,4MVyzYMgTwdP7Z49wAZHx0,70
2024-01-07,4Z8W4fKeB5YxbusRsdQVPb,80
2024-01-07,51Blml2LZPmy7TTiAg47vQ,77
2024-01-07,568ZhdwyaiCyOGJRtNYhWf,64
2024-01-07,58lV9VcRSjABbAbfWS6skp,76
2024-01-07,5NGO30tJxFlKixkPSgXcFE,75
2024-01-07,67ea9eGLXYMsO2eYQRui3w,66
2024-01-07,6olE6TJLqED3rqDCT0FyPh,80
2024-01-07,6PAt558ZEZl0DmdXlnjMgD,70
2024-01-07,6zvul52xwTWzilBZl6BUbT,69
2024-01-07,711MCceyCBcFnzjGY4Q7Un,79
2024-01-07,776Uo845nYHJpNaStv1Ds4,68
2024-01-07,7Ey4PD4MYsKc5I2dolUwbH,74
2024-01-08,08GQAI4eElDnROBrJRGE0X,80
2024-01-08,0ECwFtbIWEVNwjlrfc6xoL,76
2024-01-08,0k17h0D3J5VfsdmQ1iZtE9,78
2024-01-08,0L8ExT028jH3ddEcZwqJJ5,82
2024-01-08,0oSGxfWSnnOXhD2fKuz2Gy,76
2024-01-08,0WwSkZ7LtFUFjGjMZBMt6T,74
2024-01-08,1dfeR4HaWDbWqFHLkxsg1d,84
2024-01-08,22bE4uQ6baNwSHPVcDxLCe,78
2024-01-08,22WZ7M8sxp5THdruNY3gXt,71
2024-01-08,27T030eWyCQRmDyuvr1kxY,71
2024-01-08,2AM4ilv6UzW0uMRuqKtDgN,67
2024-01-08,36QJpDe2go2KgaRleHCDTp,75
2024-01-08,3ICflSq6ZgYAIrm2CTkfVP,63
2024-01-08,3oDbviiivRWhXwIE8hxkVV,74
2024-01-08,3qm84nBOXUEQ2vnTfUTTFC,78
2024-01-08,3WrFJ7ztbogyGnTHbHJFl2,83
2024-01-08,4KWTAlx2RvbpseOGMEmROg,72
2024-01-08,4MVyzYMgTwdP7Z49wAZHx0,70
2024-01-08,4Z8W4fKeB5YxbusRsdQVPb,80
2024-01-08,51Blml2LZPmy7TTiAg47vQ,77
2024-01-08,568ZhdwyaiCyOGJRtNYhWf,64
2024-01-08,58lV9VcRSjABbAbfWS6skp,76
2024-01-08,5NGO30tJxFlKixkPSgXcFE,75
2024-01-08,67ea9eGLXYMsO2eYQRui3w,66
2024-01-08,6olE6TJLqED3rqDCT0FyPh,80
2024-01-08,6PAt558ZEZl0DmdXlnjMgD,70
2024-01-08,6zvul52xwTWzilBZl6BUbT,69
2024-01-08,711MCceyCBcFnzjGY4Q7Un,79
2024-01-08,776Uo845nYHJpNaStv1Ds4,68
2024-01-08,7Ey4PD4MYsKc5I2dolUwbH,74
2024-01-09,08GQAI4eElDnROBrJRGE0X,80
2024-01-09,0ECwFtbIWEVNwjlrfc6xoL,76
2024-01-09,0k17h0D3J5VfsdmQ1iZtE9,78
2024-01-09,0L8ExT028jH3ddEcZwqJJ5,82
2024-01-09,0oSGxfWSnnOXhD2fKuz2Gy,76
2024-01-09,0WwSkZ7LtFUFjGjMZBMt6T,74
2024-01-09,1dfeR4HaWDbWqFHLkxsg1d,84
2024-01-09,22bE4uQ6baNwSHPVcDxLCe,78
2024-01-09,22WZ7M8sxp5THdruNY3gXt,71
2024-01-09,27T030eWyCQRmDyuvr1kxY,71
2024-01-09,2AM4ilv6UzW0uMRuqKtDgN,67
2024-01-09,36QJpDe2go2KgaRleHCDTp,75
2024-01-09,3ICflSq6ZgYAIrm2CTkfVP,63
2024-01-09,3oDbviiivRWhXwIE8hxkVV,74
2024-01-09,3qm84nBOXUEQ2vnTfUTTFC,78
2024-01-09,3WrFJ7ztbogyGnTHbHJFl2,83
2024-01-09,4KWTAlx2RvbpseOGMEmROg,72
2024-01-09,4MVyzYMgTwdP7Z49wAZHx0,71
2024-01-09,4Z8W4fKeB5YxbusRsdQVPb,80
2024-01-09,51Blml2LZPmy7TTiAg47vQ,77
2024-01-09,568ZhdwyaiCyOGJRtNYhWf,64
2024-01-09,58lV9VcRSjABbAbfWS6skp,76
2024-01-09,5NGO30tJxFlKixkPSgXcFE,75
2024-01-09,67ea9eGLXYMsO2eYQRui3w,66
2024-01-09,6olE6TJLqED3rqDCT0FyPh,80
2024-01-09,6PAt558ZEZl0DmdXlnjMgD,70
2024-01-09,6zvul52xwTWzilBZl6BUbT,69
2024-01-09,711MCceyCBcFnzjGY4Q7Un,79
2024-01-09,776Uo845nYHJpNaStv1Ds4,68
2024-01-09,7Ey4PD4MYsKc5I2dolUwbH,74
2024-01-10,08GQAI4eElDnROBrJRGE0X,80
2024-01-10,0ECwFtbIWEVNwjlrfc6xoL,76
2024-01-10,0k17h0D3J5VfsdmQ1iZtE9,78
2024-01-10,0L8ExT028jH3ddEcZwqJJ5,82
2024-01-10,0oSGxfWSnnOXhD2fKuz2Gy,76
2024-01-10,0WwSkZ7LtFUFjGjMZBMt6T,74
2024-01-10,1dfeR4HaWDbWqFHLkxsg1d,84
2024-01-10,22bE4uQ6baNwSHPVcDxLCe,78
2024-01-10,22WZ7M8sxp5THdruNY3gXt,71
2024-01-10,27T030eWyCQRmDyuvr1kxY,71
2024-01-10,2AM4ilv6UzW0uMRuqKtDgN,67
2024-01-10,36QJpDe2go2KgaRleHCDTp,75
2024-01-10,3ICflSq6ZgYAIrm2CTkfVP,63
2024-01-10,3oDbviiivRWhXwIE8hxkVV,74
2024-01-10,3qm84nBOXUEQ2vnTfUTTFC,78
2024-01-10,3WrFJ7ztbogyGnTHbHJFl2,83
2024-01-10,4KWTAlx2RvbpseOGMEmROg,72
2024-01-10,4MVyzYMgTwdP7Z49wAZHx0,71
2024-01-10,4Z8W4fKeB5YxbusRsdQVPb,80
2024-01-10,51Blml2LZPmy7TTiAg47vQ,77
2024-01-10,568ZhdwyaiCyOGJRtNYhWf,64
2024-01-10,58lV9VcRSjABbAbfWS6skp,76
2024-01-10,5NGO30tJxFlKixkPSgXcFE,75
2024-01-10,67ea9eGLXYMsO2eYQRui3w,66
2024-01-10,6olE6TJLqED3rqDCT0FyPh,80
2024-01-10,6PAt558ZEZl0DmdXlnjMgD,70
2024-01-10,6zvul52xwTWzilBZl6BUbT,69
2024-01-10,711MCceyCBcFnzjGY4Q7Un,79
2024-01-10,776Uo845nYHJpNaStv1Ds4,68
2024-01-10,7Ey4PD4MYsKc5I2dolUwbH,74
